"protein__id","group","replicate","variable","value"
"P38038","Ciprofloxacin","3","lqf",28.2026
"P38038","Control","1","lqf",27.1962
"P38038","Control","2","lqf",27.239
"P38038","Control","3","lqf",27.7445
"P38489","Ampicillin","1","lqf",27.9129
"P38489","Ampicillin","2","lqf",28.5728
"P38489","Ampicillin","3","lqf",28.5513
"P38489","Cefotaxime","1","lqf",28.8
"P38489","Cefotaxime","2","lqf",28.5908
"P38489","Cefotaxime","3","lqf",28.7556
"P38489","Impipenem","1","lqf",28.9416
"P38489","Impipenem","2","lqf",28.991
"P38489","Impipenem","3","lqf",28.7356
"P38489","Ciprofloxacin","1","lqf",29.0876
"P38489","Ciprofloxacin","2","lqf",29.0675
"P38489","Ciprofloxacin","3","lqf",29.0738
"P38489","Control","1","lqf",28.6182
"P38489","Control","2","lqf",28.8535
"P38489","Control","3","lqf",28.6886
"P39099","Ampicillin","1","lqf",27.6657
"P39099","Ampicillin","2","lqf",27.394
"P39099","Ampicillin","3","lqf",27.0441
"P39099","Cefotaxime","1","lqf",27.5143
"P39099","Cefotaxime","2","lqf",27.0395
"P39099","Cefotaxime","3","lqf",27.2542
"P39099","Impipenem","1","lqf",26.8365
"P39099","Impipenem","2","lqf",26.396
"P39099","Impipenem","3","lqf",27.1186
"P39099","Ciprofloxacin","1","lqf",27.1627
"P39099","Ciprofloxacin","2","lqf",26.9014
"P39099","Ciprofloxacin","3","lqf",27.0649
"P39099","Control","1","lqf",27.0486
"P39099","Control","2","lqf",27.5633
"P39099","Control","3","lqf",27.6861
"P39160","Ampicillin","1","lqf",27.8526
"P39160","Ampicillin","2","lqf",27.5931
"P39160","Ampicillin","3","lqf",26.7987
"P39160","Cefotaxime","1","lqf",27.4504
"P39160","Cefotaxime","2","lqf",26.8521
"P39160","Cefotaxime","3","lqf",27.0254
"P39160","Impipenem","1","lqf",27.8001
"P39160","Impipenem","2","lqf",27.891
"P39160","Impipenem","3","lqf",27.2763
"P39160","Ciprofloxacin","1","lqf",27.6851
"P39160","Ciprofloxacin","2","lqf",26.906
"P39160","Ciprofloxacin","3","lqf",27.3704
"P39160","Control","1","lqf",28.1394
"P39160","Control","2","lqf",27.7439
"P39160","Control","3","lqf",27.5218
"P39173","Ampicillin","1","lqf",29.1051
"P39173","Ampicillin","2","lqf",29.2187
"P39173","Ampicillin","3","lqf",28.8482
"P39173","Cefotaxime","1","lqf",28.8207
"P39173","Cefotaxime","2","lqf",29.2434
"P39173","Cefotaxime","3","lqf",29.4603
"P39173","Impipenem","1","lqf",28.9374
"P39173","Impipenem","2","lqf",29.1903
"P39173","Impipenem","3","lqf",29.5368
"P39173","Ciprofloxacin","1","lqf",29.0899
"P39173","Ciprofloxacin","2","lqf",29.0102
"P39173","Ciprofloxacin","3","lqf",28.8376
"P39173","Control","1","lqf",29.2156
"P39173","Control","2","lqf",29.2032
"P39173","Control","3","lqf",29.1941
"P39177","Ampicillin","1","lqf",29.3614
"P39177","Ampicillin","2","lqf",30.2716
"P39177","Ampicillin","3","lqf",29.7505
"P39177","Cefotaxime","1","lqf",29.6228
"P39177","Cefotaxime","2","lqf",29.619
"P39177","Cefotaxime","3","lqf",29.6484
"P39177","Impipenem","1","lqf",30.863
"P39177","Impipenem","2","lqf",30.1349
"P39177","Impipenem","3","lqf",29.9401
"P39177","Ciprofloxacin","1","lqf",29.602
"P39177","Ciprofloxacin","2","lqf",29.9422
"P39177","Ciprofloxacin","3","lqf",29.4509
"P39177","Control","1","lqf",29.9919
"P39177","Control","2","lqf",30.2648
"P39177","Control","3","lqf",30.7182
"P39180","Ampicillin","1","lqf",27.9523
"P39180","Ampicillin","2","lqf",25.4896
"P39180","Ampicillin","3","lqf",28.1147
"P39180","Cefotaxime","1","lqf",28.2135
"P39180","Cefotaxime","2","lqf",27.0129
"P39180","Cefotaxime","3","lqf",28.383
"P39180","Impipenem","1","lqf",27.395
"P39180","Impipenem","2","lqf",28.879
"P39180","Impipenem","3","lqf",29.6581
"P39180","Ciprofloxacin","1","lqf",25.8441
"P39180","Ciprofloxacin","2","lqf",25.35
"P39180","Ciprofloxacin","3","lqf",23.9817
"P39180","Control","1","lqf",25.8926
"P39180","Control","2","lqf",28.6771
"P39180","Control","3","lqf",28.0975
"P39187","Ampicillin","1","lqf",26.5139
"P39187","Ampicillin","2","lqf",26.062
"P39187","Ampicillin","3","lqf",27.0249
"P39187","Cefotaxime","1","lqf",26.1439
"P39187","Cefotaxime","2","lqf",26.3029
"P39187","Cefotaxime","3","lqf",26.8964
"P39187","Impipenem","1","lqf",26.5805
"P39187","Impipenem","2","lqf",26.025
"P39187","Impipenem","3","lqf",27.1986
"P39187","Ciprofloxacin","1","lqf",25.3695
"P39187","Ciprofloxacin","2","lqf",26.0165
"P39187","Ciprofloxacin","3","lqf",25.9689
"P39187","Control","1","lqf",26.5361
"P39187","Control","2","lqf",26.3296
"P39187","Control","3","lqf",26.9695
"P39199","Ampicillin","1","lqf",26.3153
"P39199","Ampicillin","2","lqf",27.7052
"P39199","Ampicillin","3","lqf",25.1857
"P39199","Cefotaxime","1","lqf",27.2629
"P39199","Cefotaxime","2","lqf",25.4171
"P39199","Cefotaxime","3","lqf",26.9191
"P39199","Impipenem","1","lqf",28.0672
"P39199","Impipenem","2","lqf",28.1174
"P39199","Impipenem","3","lqf",27.4613
"P39199","Ciprofloxacin","1","lqf",27.7045
"P39199","Ciprofloxacin","2","lqf",27.4107
"P39199","Ciprofloxacin","3","lqf",26.8235
"P39199","Control","1","lqf",26.9148
"P39199","Control","2","lqf",27.7046
"P39199","Control","3","lqf",28.0914
"P39265","Ampicillin","1","lqf",29.5254
"P39265","Ampicillin","2","lqf",29.7124
"P39265","Ampicillin","3","lqf",29.8501
"P39265","Cefotaxime","1","lqf",29.777
"P39265","Cefotaxime","2","lqf",30.0775
"P39265","Cefotaxime","3","lqf",30.0767
"P39265","Impipenem","1","lqf",29.8357
"P39265","Impipenem","2","lqf",30.8961
"P39265","Impipenem","3","lqf",30.5349
"P39265","Ciprofloxacin","1","lqf",30.7877
"P39265","Ciprofloxacin","2","lqf",29.6859
"P39265","Ciprofloxacin","3","lqf",29.4338
"P39265","Control","1","lqf",29.0815
"P39265","Control","2","lqf",29.7721
"P39265","Control","3","lqf",29.3159
"P39286","Ampicillin","1","lqf",25.9932
"P39286","Ampicillin","2","lqf",24.2618
"P39286","Ampicillin","3","lqf",25.9442
"P39286","Cefotaxime","1","lqf",25.5077
"P39286","Cefotaxime","2","lqf",25.3152
"P39286","Cefotaxime","3","lqf",25.3674
"P39286","Impipenem","1","lqf",25.3528
"P39286","Impipenem","2","lqf",25.8825
"P39286","Impipenem","3","lqf",25.234
"P39286","Ciprofloxacin","1","lqf",25.8352
"P39286","Ciprofloxacin","2","lqf",25.9336
"P39286","Ciprofloxacin","3","lqf",24.4837
"P39286","Control","1","lqf",25.8508
"P39286","Control","2","lqf",25.8486
"P39286","Control","3","lqf",25.5424
"P39325","Ampicillin","1","lqf",29.3053
"P39325","Ampicillin","2","lqf",29.8032
"P39325","Ampicillin","3","lqf",29.512
"P39325","Cefotaxime","1","lqf",29.9832
"P39325","Cefotaxime","2","lqf",30.1371
"P39325","Cefotaxime","3","lqf",29.9824
"P39325","Impipenem","1","lqf",30.0967
"P39325","Impipenem","2","lqf",30.8682
"P39325","Impipenem","3","lqf",30.7485
"P39325","Ciprofloxacin","1","lqf",28.0728
"P39325","Ciprofloxacin","2","lqf",29.3448
"P39325","Ciprofloxacin","3","lqf",28.4951
"P39325","Control","1","lqf",30.0424
"P39325","Control","2","lqf",30.0314
"P39325","Control","3","lqf",30.3035
"P39353","Ampicillin","1","lqf",24.1788
"P39353","Ampicillin","2","lqf",24.2389
"P39353","Ampicillin","3","lqf",23.6161
"P39353","Cefotaxime","1","lqf",24.5107
"P39353","Cefotaxime","2","lqf",24.2745
"P39353","Cefotaxime","3","lqf",22.2399
"P39353","Impipenem","1","lqf",24.4334
"P39353","Impipenem","2","lqf",23.7267
"P39353","Impipenem","3","lqf",26.0874
"P39353","Ciprofloxacin","1","lqf",23.9788
"P39353","Ciprofloxacin","2","lqf",25.171
"P39353","Ciprofloxacin","3","lqf",24.9004
"P39353","Control","1","lqf",24.5495
"P39353","Control","2","lqf",24.6809
"P39353","Control","3","lqf",23.9256
"P39377","Ampicillin","1","lqf",30.3918
"P39377","Ampicillin","2","lqf",30.3724
"P39377","Ampicillin","3","lqf",30.2492
"P39377","Cefotaxime","1","lqf",30.8082
"P39377","Cefotaxime","2","lqf",30.4851
"P39377","Cefotaxime","3","lqf",31.0601
"P39377","Impipenem","1","lqf",30.1359
"P39377","Impipenem","2","lqf",29.8611
"P39377","Impipenem","3","lqf",30.3825
"P39377","Ciprofloxacin","1","lqf",29.0433
"P39377","Ciprofloxacin","2","lqf",30.1296
"P39377","Ciprofloxacin","3","lqf",29.7306
"P39377","Control","1","lqf",30.7346
"P39377","Control","2","lqf",30.8186
"P39377","Control","3","lqf",29.9248
"P39384","Ampicillin","1","lqf",24.8467
"P39384","Ampicillin","2","lqf",23.8302
"P39384","Ampicillin","3","lqf",25.2827
"P39384","Cefotaxime","1","lqf",26.3617
"P39384","Cefotaxime","2","lqf",25.5351
"P39384","Cefotaxime","3","lqf",27.118
"P39384","Impipenem","1","lqf",26.4564
"P39384","Impipenem","2","lqf",26.8035
"P39384","Impipenem","3","lqf",27.4167
"P39384","Ciprofloxacin","1","lqf",27.3152
"P39384","Ciprofloxacin","2","lqf",26.8578
"P39384","Ciprofloxacin","3","lqf",26.7138
"P39384","Control","1","lqf",23.5117
"P39384","Control","2","lqf",24.9462
"P39384","Control","3","lqf",24.0859
"P39406","Ampicillin","1","lqf",26.6285
"P39406","Ampicillin","2","lqf",26.217
"P39406","Ampicillin","3","lqf",25.6315
"P39406","Cefotaxime","1","lqf",26.0472
"P39406","Cefotaxime","2","lqf",26.6103
"P39406","Cefotaxime","3","lqf",26.683
"P39406","Impipenem","1","lqf",25.9662
"P39406","Impipenem","2","lqf",26.1777
"P39406","Impipenem","3","lqf",25.941
"P39406","Ciprofloxacin","1","lqf",26.1077
"P39406","Ciprofloxacin","2","lqf",27.1092
"P39406","Ciprofloxacin","3","lqf",24.6406
"P39406","Control","1","lqf",26.1391
"P39406","Control","2","lqf",23.497
"P39406","Control","3","lqf",26.5092
"P39831","Ampicillin","1","lqf",28.2439
"P39831","Ampicillin","2","lqf",28.6631
"P39831","Ampicillin","3","lqf",28.0552
"P39831","Cefotaxime","1","lqf",28.6598
"P39831","Cefotaxime","2","lqf",28.2612
"P39831","Cefotaxime","3","lqf",29.329
"P39831","Impipenem","1","lqf",28.5697
"P39831","Impipenem","2","lqf",28.8033
"P39831","Impipenem","3","lqf",28.3704
"P39831","Ciprofloxacin","1","lqf",28.9274
"P39831","Ciprofloxacin","2","lqf",28.4839
"P39831","Ciprofloxacin","3","lqf",28.3304
"P39831","Control","1","lqf",28.5836
"P39831","Control","2","lqf",29.2174
"P39831","Control","3","lqf",28.7115
"P40120","Ampicillin","1","lqf",25.0657
"P40120","Ampicillin","2","lqf",26.1966
"P40120","Ampicillin","3","lqf",24.1726
"P40120","Cefotaxime","1","lqf",25.2535
"P40120","Cefotaxime","2","lqf",24.4144
"P40120","Cefotaxime","3","lqf",25.6555
"P40120","Impipenem","1","lqf",26.3247
"P40120","Impipenem","2","lqf",25.996
"P40120","Impipenem","3","lqf",26.4606
"P40120","Ciprofloxacin","1","lqf",26.0834
"P40120","Ciprofloxacin","2","lqf",26.0362
"P40120","Ciprofloxacin","3","lqf",26.1856
"P40120","Control","1","lqf",25.0708
"P40120","Control","2","lqf",25.6668
"P40120","Control","3","lqf",26.4363
"P40191","Ampicillin","1","lqf",22.642
"P40191","Ampicillin","2","lqf",23.6727
"P40191","Ampicillin","3","lqf",24.991
"P40191","Cefotaxime","1","lqf",24.191
"P40191","Cefotaxime","2","lqf",22.7635
"P40191","Cefotaxime","3","lqf",23.2146
"P40191","Impipenem","1","lqf",25.015
"P40191","Impipenem","2","lqf",24.1276
"P40191","Impipenem","3","lqf",24.4811
"P40191","Ciprofloxacin","1","lqf",24.2049
"P40191","Ciprofloxacin","2","lqf",24.4462
"P40191","Ciprofloxacin","3","lqf",24.3078
"P40191","Control","1","lqf",24.7492
"P40191","Control","2","lqf",24.2986
"P40191","Control","3","lqf",24.4078
"P40874","Ampicillin","1","lqf",25.6708
"P40874","Ampicillin","2","lqf",24.8041
"P40874","Ampicillin","3","lqf",25.6213
"P40874","Cefotaxime","1","lqf",24.7937
"P40874","Cefotaxime","2","lqf",25.744
"P40874","Cefotaxime","3","lqf",25.7511
"P40874","Impipenem","1","lqf",23.5824
"P40874","Impipenem","2","lqf",24.8675
"P40874","Impipenem","3","lqf",25.4
"P40874","Ciprofloxacin","1","lqf",25.7996
"P40874","Ciprofloxacin","2","lqf",25.0709
"P40874","Ciprofloxacin","3","lqf",25.4841
"P40874","Control","1","lqf",24.8716
"P40874","Control","2","lqf",25.2506
"P40874","Control","3","lqf",25.3106
"P41407","Ampicillin","1","lqf",27.3935
"P41407","Ampicillin","2","lqf",28.0854
"P41407","Ampicillin","3","lqf",27.2551
"P41407","Cefotaxime","1","lqf",27.7334
"P41407","Cefotaxime","2","lqf",24.5714
"P41407","Cefotaxime","3","lqf",23.6781
"P41407","Impipenem","1","lqf",26.9649
"P41407","Impipenem","2","lqf",23.8443
"P41407","Impipenem","3","lqf",23.5128
"P41407","Ciprofloxacin","1","lqf",27.0426
"P41407","Ciprofloxacin","2","lqf",27.6897
"P41407","Ciprofloxacin","3","lqf",25.4347
"P41407","Control","1","lqf",24.4262
"P41407","Control","2","lqf",27.4693
"P41407","Control","3","lqf",27.0356
"P41409","Ampicillin","1","lqf",28.1142
"P41409","Ampicillin","2","lqf",27.6777
"P41409","Ampicillin","3","lqf",28.1581
"P41409","Cefotaxime","1","lqf",28.9896
"P41409","Cefotaxime","2","lqf",28.5887
"P41409","Cefotaxime","3","lqf",28.5652
"P41409","Impipenem","1","lqf",28.7414
"P41409","Impipenem","2","lqf",29.1082
"P41409","Impipenem","3","lqf",29.1168
"P41409","Ciprofloxacin","1","lqf",28.3214
"P41409","Ciprofloxacin","2","lqf",28.2103
"P41409","Ciprofloxacin","3","lqf",28.3886
"P41409","Control","1","lqf",28.0426
"P41409","Control","2","lqf",28.5714
"P41409","Control","3","lqf",28.5519
"P42620","Ampicillin","1","lqf",26.6155
"P42620","Ampicillin","2","lqf",26.2916
"P42620","Ampicillin","3","lqf",25.9123
"P42620","Cefotaxime","1","lqf",26.1881
"P42620","Cefotaxime","2","lqf",25.1719
"P42620","Cefotaxime","3","lqf",25.0519
"P42620","Impipenem","1","lqf",25.8087
"P42620","Impipenem","2","lqf",26.4046
"P42620","Impipenem","3","lqf",23.7046
"P42620","Ciprofloxacin","1","lqf",24.7038
"P42620","Ciprofloxacin","2","lqf",25.2317
"P42620","Ciprofloxacin","3","lqf",23.899
"P42620","Control","1","lqf",26.1115
"P42620","Control","2","lqf",26.5331
"P42620","Control","3","lqf",26.7516
"P42632","Ampicillin","1","lqf",29.9293
"P42632","Ampicillin","2","lqf",30.1226
"P42632","Ampicillin","3","lqf",30.0611
"P42632","Cefotaxime","1","lqf",30.488
"P42632","Cefotaxime","2","lqf",30.325
"P42632","Cefotaxime","3","lqf",30.4648
"P42632","Impipenem","1","lqf",30.3072
"P42632","Impipenem","2","lqf",30.2537
"P42632","Impipenem","3","lqf",29.9485
"P42632","Ciprofloxacin","1","lqf",31.7938
"P42632","Ciprofloxacin","2","lqf",29.908
"P42632","Ciprofloxacin","3","lqf",28.7777
"P42632","Control","1","lqf",29.8637
"P42632","Control","2","lqf",30.2539
"P42632","Control","3","lqf",30.0697
"P42641","Ampicillin","1","lqf",25.679
"P42641","Ampicillin","2","lqf",27.1436
"P42641","Ampicillin","3","lqf",25.0787
"P42641","Cefotaxime","1","lqf",26.4738
"P42641","Cefotaxime","2","lqf",25.7323
"P42641","Cefotaxime","3","lqf",26.4108
"P42641","Impipenem","1","lqf",26.7985
"P42641","Impipenem","2","lqf",26.2237
"P42641","Impipenem","3","lqf",24.6026
"P42641","Ciprofloxacin","1","lqf",26.5266
"P42641","Ciprofloxacin","2","lqf",26.3532
"P42641","Ciprofloxacin","3","lqf",26.0401
"P42641","Control","1","lqf",26.1558
"P42641","Control","2","lqf",26.3856
"P42641","Control","3","lqf",27.1538
"P45425","Ampicillin","1","lqf",24.2878
"P45425","Ampicillin","2","lqf",26.9208
"P45425","Ampicillin","3","lqf",25.5353
"P45425","Cefotaxime","1","lqf",26.1462
"P45425","Cefotaxime","2","lqf",25.4407
"P45425","Cefotaxime","3","lqf",25.9101
"P45425","Impipenem","1","lqf",26.2447
"P45425","Impipenem","2","lqf",26.5355
"P45425","Impipenem","3","lqf",25.1983
"P45425","Ciprofloxacin","1","lqf",26.2006
"P45425","Ciprofloxacin","2","lqf",26.8789
"P45425","Ciprofloxacin","3","lqf",26.9406
"P45425","Control","1","lqf",26.498
"P45425","Control","2","lqf",26.219
"P45425","Control","3","lqf",26.4079
"P45470","Ampicillin","1","lqf",27.2313
"P45470","Ampicillin","2","lqf",26.351
"P45470","Ampicillin","3","lqf",26.5136
"P45470","Cefotaxime","1","lqf",26.3543
"P45470","Cefotaxime","2","lqf",27.7292
"P45470","Cefotaxime","3","lqf",26.8621
"P45470","Impipenem","1","lqf",26.3786
"P45470","Impipenem","2","lqf",26.6331
"P45470","Impipenem","3","lqf",26.3794
"P45470","Ciprofloxacin","1","lqf",24.6301
"P45470","Ciprofloxacin","2","lqf",23.7238
"P45470","Ciprofloxacin","3","lqf",24.3559
"P45470","Control","1","lqf",26.4705
"P45470","Control","2","lqf",26.7136
"P45470","Control","3","lqf",26.9457
"P45523","Ampicillin","1","lqf",31.2467
"P45523","Ampicillin","2","lqf",30.4886
"P45523","Ampicillin","3","lqf",31.4581
"P45523","Cefotaxime","1","lqf",31.639
"P45523","Cefotaxime","2","lqf",31.8605
"P45523","Cefotaxime","3","lqf",31.1715
"P45523","Impipenem","1","lqf",31.1649
"P45523","Impipenem","2","lqf",31.4285
"P45523","Impipenem","3","lqf",31.9796
"P45523","Ciprofloxacin","1","lqf",31.0818
"P45523","Ciprofloxacin","2","lqf",30.2696
"P45523","Ciprofloxacin","3","lqf",30.2681
"P45523","Control","1","lqf",31.1161
"P45523","Control","2","lqf",30.8433
"P45523","Control","3","lqf",31.1202
"P45577","Ampicillin","1","lqf",27.0816
"P45577","Ampicillin","2","lqf",26.4761
"P45577","Ampicillin","3","lqf",26.8838
"P45577","Cefotaxime","1","lqf",27.1608
"P45577","Cefotaxime","2","lqf",26.7288
"P45577","Cefotaxime","3","lqf",27.5444
"P45577","Impipenem","1","lqf",27.4438
"P45577","Impipenem","2","lqf",27.1605
"P45577","Impipenem","3","lqf",27.6258
"P45577","Ciprofloxacin","1","lqf",27.7445
"P45577","Ciprofloxacin","2","lqf",26.4868
"P45577","Ciprofloxacin","3","lqf",26.8171
"P45577","Control","1","lqf",25.2811
"P45577","Control","2","lqf",26.7433
"P45577","Control","3","lqf",26.4708
"P45748","Ampicillin","1","lqf",25.3177
"P45748","Ampicillin","2","lqf",25.1742
"P45748","Ampicillin","3","lqf",23.6606
"P45748","Cefotaxime","1","lqf",25.487
"P45748","Cefotaxime","2","lqf",26.3606
"P45748","Cefotaxime","3","lqf",26.0182
"P45748","Impipenem","1","lqf",25.737
"P45748","Impipenem","2","lqf",24.4834
"P45748","Impipenem","3","lqf",25.1702
"P45748","Ciprofloxacin","1","lqf",25.407
"P45748","Ciprofloxacin","2","lqf",24.1387
"P45748","Ciprofloxacin","3","lqf",23.965
"P45748","Control","1","lqf",24.8141
"P45748","Control","2","lqf",23.6266
"P45748","Control","3","lqf",24.5481
"P45799","Ampicillin","1","lqf",24.8155
"P45799","Ampicillin","2","lqf",25.3032
"P45799","Ampicillin","3","lqf",24.4638
"P45799","Cefotaxime","1","lqf",24.7677
"P45799","Cefotaxime","2","lqf",22.82
"P45799","Cefotaxime","3","lqf",24.1482
"P45799","Impipenem","1","lqf",25.2467
"P45799","Impipenem","2","lqf",25.6285
"P45799","Impipenem","3","lqf",23.2351
"P45799","Ciprofloxacin","1","lqf",25.7016
"P45799","Ciprofloxacin","2","lqf",25.3858
"P45799","Ciprofloxacin","3","lqf",25.3275
"P45799","Control","1","lqf",25.4796
"P45799","Control","2","lqf",24.4981
"P45799","Control","3","lqf",25.2389
"P45955","Ampicillin","1","lqf",26.3355
"P45955","Ampicillin","2","lqf",26.108
"P45955","Ampicillin","3","lqf",27.1497
"P45955","Cefotaxime","1","lqf",27.3807
"P45955","Cefotaxime","2","lqf",26.663
"P45955","Cefotaxime","3","lqf",26.9436
"P45955","Impipenem","1","lqf",27.0654
"P45955","Impipenem","2","lqf",26.6518
"P45955","Impipenem","3","lqf",27.0311
"P45955","Ciprofloxacin","1","lqf",27.3336
"P45955","Ciprofloxacin","2","lqf",26.3958
"P45955","Ciprofloxacin","3","lqf",25.9047
"P45955","Control","1","lqf",25.9331
"P45955","Control","2","lqf",26.3766
"P45955","Control","3","lqf",26.3595
"P46837","Ampicillin","1","lqf",24.9575
"P46837","Ampicillin","2","lqf",25.517
"P46837","Ampicillin","3","lqf",26.185
"P46837","Cefotaxime","1","lqf",25.5274
"P46837","Cefotaxime","2","lqf",25.7533
"P46837","Cefotaxime","3","lqf",25.0578
"P46837","Impipenem","1","lqf",25.5463
"P46837","Impipenem","2","lqf",24.9275
"P46837","Impipenem","3","lqf",24.7314
"P46837","Ciprofloxacin","1","lqf",25.5273
"P46837","Ciprofloxacin","2","lqf",25.7767
"P46837","Ciprofloxacin","3","lqf",25.2442
"P46837","Control","1","lqf",25.4154
"P46837","Control","2","lqf",24.4907
"P46837","Control","3","lqf",24.8725
"P46853","Ampicillin","1","lqf",27.4294
"P46853","Ampicillin","2","lqf",27.305
"P46853","Ampicillin","3","lqf",27.3428
"P46853","Cefotaxime","1","lqf",27.3577
"P46853","Cefotaxime","2","lqf",27.5183
"P46853","Cefotaxime","3","lqf",26.3623
"P46853","Impipenem","1","lqf",26.8035
"P46853","Impipenem","2","lqf",27.1622
"P46853","Impipenem","3","lqf",27.7833
"P46853","Ciprofloxacin","1","lqf",27.0967
"P46853","Ciprofloxacin","2","lqf",27.269
"P46853","Ciprofloxacin","3","lqf",27.4225
"P46853","Control","1","lqf",26.7453
"P46853","Control","2","lqf",26.6913
"P46853","Control","3","lqf",27.3005
"P52007","Ampicillin","1","lqf",25.9079
"P52007","Ampicillin","2","lqf",24.6376
"P52007","Ampicillin","3","lqf",26.3199
"P52007","Cefotaxime","1","lqf",26.5969
"P52007","Cefotaxime","2","lqf",24.7362
"P52007","Cefotaxime","3","lqf",26.8419
"P52007","Impipenem","1","lqf",26.7622
"P52007","Impipenem","2","lqf",25.8854
"P52007","Impipenem","3","lqf",26.6951
"P52007","Ciprofloxacin","1","lqf",26.0901
"P52007","Ciprofloxacin","2","lqf",25.7148
"P52007","Ciprofloxacin","3","lqf",25.7871
"P52007","Control","1","lqf",26.5777
"P52007","Control","2","lqf",26.6469
"P52007","Control","3","lqf",26.0526
"P52061","Ampicillin","1","lqf",27.4861
"P52061","Ampicillin","2","lqf",26.5952
"P52061","Ampicillin","3","lqf",27.3404
"P52061","Cefotaxime","1","lqf",26.5545
"P52061","Cefotaxime","2","lqf",26.9607
"P52061","Cefotaxime","3","lqf",27.1931
"P52061","Impipenem","1","lqf",23.2657
"P52061","Impipenem","2","lqf",26.3022
"P52061","Impipenem","3","lqf",23.4697
"P52061","Ciprofloxacin","1","lqf",27.157
"P52061","Ciprofloxacin","2","lqf",27.5101
"P52061","Ciprofloxacin","3","lqf",27.7268
"P52061","Control","1","lqf",26.5111
"P52061","Control","2","lqf",24.1823
"P52061","Control","3","lqf",26.5488
"P52643","Ampicillin","1","lqf",28.0256
"P52643","Ampicillin","2","lqf",27.7556
"P52643","Ampicillin","3","lqf",29.1649
"P52643","Cefotaxime","1","lqf",28.69
"P52643","Cefotaxime","2","lqf",28.7611
"P52643","Cefotaxime","3","lqf",28.7915
"P52643","Impipenem","1","lqf",28.2255
"P52643","Impipenem","2","lqf",28.0315
"P52643","Impipenem","3","lqf",27.8129
"P52643","Ciprofloxacin","1","lqf",27.5522
"P52643","Ciprofloxacin","2","lqf",28.0548
"P52643","Ciprofloxacin","3","lqf",28.319
"P52643","Control","1","lqf",27.7068
"P52643","Control","2","lqf",28.4018
"P52643","Control","3","lqf",28.5428
"P52647","Ampicillin","1","lqf",25.7255
"P52647","Ampicillin","2","lqf",27.0535
"P52647","Ampicillin","3","lqf",25.7997
"P52647","Cefotaxime","1","lqf",25.977
"P52647","Cefotaxime","2","lqf",25.7948
"P52647","Cefotaxime","3","lqf",26.0771
"P52647","Impipenem","1","lqf",26.3471
"P52647","Impipenem","2","lqf",26.597
"P52647","Impipenem","3","lqf",23.6038
"P52647","Ciprofloxacin","1","lqf",25.8766
"P52647","Ciprofloxacin","2","lqf",26.2471
"P52647","Ciprofloxacin","3","lqf",24.7401
"P52647","Control","1","lqf",25.5693
"P52647","Control","2","lqf",24.3197
"P52647","Control","3","lqf",26.7528
"P52697","Ampicillin","1","lqf",29.2693
"P52697","Ampicillin","2","lqf",28.3746
"P52697","Ampicillin","3","lqf",28.9615
"P52697","Cefotaxime","1","lqf",29.0902
"P52697","Cefotaxime","2","lqf",29.1765
"P52697","Cefotaxime","3","lqf",28.6882
"P52697","Impipenem","1","lqf",28.115
"P52697","Impipenem","2","lqf",27.9853
"P52697","Impipenem","3","lqf",28.7921
"P52697","Ciprofloxacin","1","lqf",28.5873
"P52697","Ciprofloxacin","2","lqf",28.1642
"P52697","Ciprofloxacin","3","lqf",27.6432
"P52697","Control","1","lqf",28.7246
"P52697","Control","2","lqf",28.4924
"P52697","Control","3","lqf",28.8112
"P56262","Ampicillin","1","lqf",26.8001
"P56262","Ampicillin","2","lqf",26.9982
"P56262","Ampicillin","3","lqf",25.6868
"P56262","Cefotaxime","1","lqf",27.0934
"P56262","Cefotaxime","2","lqf",24.8895
"P56262","Cefotaxime","3","lqf",27.5741
"P56262","Impipenem","1","lqf",27.8068
"P56262","Impipenem","2","lqf",27.2915
"P56262","Impipenem","3","lqf",27.5579
"P56262","Ciprofloxacin","1","lqf",25.494
"P56262","Ciprofloxacin","2","lqf",26.0302
"P56262","Ciprofloxacin","3","lqf",25.9826
"P56262","Control","1","lqf",27.4007
"P56262","Control","2","lqf",27.613
"P56262","Control","3","lqf",27.7476
"P60240","Ampicillin","1","lqf",27.1452
"P60240","Ampicillin","2","lqf",27.5865
"P60240","Ampicillin","3","lqf",26.8636
"P60240","Cefotaxime","1","lqf",27.8879
"P60240","Cefotaxime","2","lqf",27.0846
"P60240","Cefotaxime","3","lqf",26.9138
"P60240","Impipenem","1","lqf",27.8287
"P60240","Impipenem","2","lqf",27.1115
"P60240","Impipenem","3","lqf",26.1533
"P60240","Ciprofloxacin","1","lqf",27.2635
"P60240","Ciprofloxacin","2","lqf",27.2265
"P60240","Ciprofloxacin","3","lqf",26.7888
"P60240","Control","1","lqf",27.2027
"P60240","Control","2","lqf",27.3301
"P60240","Control","3","lqf",27.8679
"P60340","Ampicillin","1","lqf",24.3696
"P60340","Ampicillin","2","lqf",24.4769
"P60340","Ampicillin","3","lqf",25.022
"P60340","Cefotaxime","1","lqf",23.9633
"P60340","Cefotaxime","2","lqf",23.442
"P60340","Cefotaxime","3","lqf",23.6915
"P60340","Impipenem","1","lqf",23.5538
"P60340","Impipenem","2","lqf",23.6672
"P60340","Impipenem","3","lqf",23.5199
"P60340","Ciprofloxacin","1","lqf",23.4213
"P60340","Ciprofloxacin","2","lqf",25.6097
